,index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_time_dt,wake_time_dt,sleep_duration,sleep_minutes
8746,8746,1,No,NONE,Auditory,9X68LH,Male,Y,70.0,18.0,4.0,16.0,19.0,93.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8747,8747,1,No,ARTS,Auditory,78ZSR5,Female,N,59.0,8.0,23.0,15.0,6.0,95.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8748,8748,2,No,CLUBS,Visual,8XMSYA,Male,Y,72.0,15.0,2.0,16.0,11.0,98.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8749,8749,1,No,SPORTS,Auditory,1CB9FQ,Female,N,46.0,6.0,19.0,15.0,1.0,94.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8750,8750,0,No,SPORTS,Visual,YNWMY9,Male,Y,96.0,12.0,6.0,16.0,8.0,97.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8751,8751,0,No,SPORTS,Auditory,Q26HWA,Male,Y,74.0,12.0,9.0,15.0,18.0,100.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8752,8752,0,No,SPORTS,Visual,90M6CE,Female,Y,77.0,17.0,11.0,16.0,7.0,96.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8753,8753,0,Yes,NONE,Auditory,5Z3R9X,Male,Y,74.0,12.0,4.0,15.0,12.0,98.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8754,8754,2,No,ARTS,Auditory,8LTT10,Male,Y,65.0,18.0,5.0,16.0,18.0,97.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8755,8755,0,No,ARTS,Visual,QHKTV4,Male,Y,62.0,18.0,2.0,16.0,10.0,99.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8756,8756,1,Yes,CLUBS,Auditory,TJV68Y,Male,Y,67.0,20.0,1.0,16.0,10.0,95.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8757,8757,0,Yes,SPORTS,Auditory,XJJLPN,Female,Y,78.0,10.0,10.0,15.0,7.0,100.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8758,8758,0,Yes,NONE,Auditory,UA9P4X,Male,Y,80.0,14.0,7.0,16.0,9.0,93.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8759,8759,1,No,CLUBS,Visual,729X1W,Female,N,57.0,14.0,16.0,16.0,14.0,98.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8760,8760,2,No,SPORTS,Auditory,4WK2MR,Male,N,51.0,14.0,6.0,15.0,6.0,97.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8761,8761,2,Yes,NONE,Visual,WALHKF,Female,N,72.0,2.0,18.0,16.0,8.0,95.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8762,8762,0,Yes,ARTS,Visual,A41HBL,Female,Y,88.0,1.0,16.0,16.0,9.0,91.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8763,8763,0,No,NONE,Auditory,5JPNX4,Male,N,93.0,12.0,13.0,16.0,6.0,98.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8764,8764,2,No,SPORTS,Visual,1Z3VMP,Male,N,78.0,15.0,4.0,16.0,7.0,93.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8765,8765,1,Yes,ARTS,Auditory,EIHLBT,Female,N,49.0,21.0,4.0,16.0,13.0,91.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8766,8766,0,No,CLUBS,Auditory,CLGDSQ,Male,Y,78.0,15.0,7.0,15.0,9.0,90.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8767,8767,2,No,ARTS,Auditory,HS4DRC,Female,Y,38.0,12.0,10.0,15.0,1.0,52.0,2:30,6:30,private transport,yellow,1900-01-01 02:30:00,1900-01-01 06:30:00,0 days 04:00:00,240
8768,8768,0,No,NONE,Visual,8NCZXM,Male,N,76.0,15.0,13.0,15.0,6.0,95.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8769,8769,2,No,CLUBS,Visual,TH5OA6,Female,Y,80.0,3.0,14.0,16.0,7.0,98.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8770,8770,1,Yes,CLUBS,Auditory,16DJIC,Female,Y,74.0,10.0,7.0,16.0,6.0,96.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8771,8771,1,No,ARTS,Auditory,KXS2L4,Female,Y,43.0,8.0,16.0,15.0,9.0,100.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8772,8772,1,Yes,NONE,Auditory,ZFKNKL,Male,Y,85.0,21.0,1.0,15.0,7.0,94.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8773,8773,0,Yes,NONE,Visual,831IBP,Female,N,77.0,3.0,16.0,16.0,7.0,93.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8774,8774,0,No,CLUBS,Auditory,3KU0JX,Male,Y,69.0,17.0,10.0,15.0,13.0,99.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8775,8775,1,Yes,SPORTS,Visual,1D5P1K,Male,Y,78.0,10.0,7.0,16.0,8.0,90.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8776,8776,1,No,SPORTS,Auditory,6178DJ,Female,Y,57.0,25.0,5.0,15.0,13.0,93.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8777,8777,2,No,ARTS,Auditory,3V2BD2,Male,N,60.0,17.0,3.0,15.0,8.0,90.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8778,8778,0,No,CLUBS,Visual,E9B8I4,Male,Y,85.0,21.0,2.0,16.0,8.0,90.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8779,8779,1,No,NONE,Auditory,I0GUT5,Male,Y,62.0,12.0,16.0,16.0,17.0,96.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8780,8780,0,No,ARTS,Auditory,BP24YX,Male,N,74.0,20.0,0.0,16.0,18.0,97.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8781,8781,1,No,CLUBS,Visual,1JUJ7G,Male,N,57.0,14.0,14.0,15.0,20.0,99.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8782,8782,0,Yes,CLUBS,Auditory,E68CXI,Female,Y,80.0,17.0,4.0,15.0,6.0,99.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8783,8783,0,No,NONE,Auditory,RL02QP,Male,Y,93.0,17.0,8.0,15.0,8.0,90.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8784,8784,1,Yes,NONE,Auditory,JTX9XR,Male,Y,78.0,20.0,1.0,16.0,9.0,99.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8785,8785,2,No,CLUBS,Visual,FTT4DA,Male,Y,78.0,14.0,3.0,15.0,5.0,90.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8786,8786,2,Yes,SPORTS,Auditory,FJNJED,Male,Y,42.0,14.0,8.0,15.0,14.0,98.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8787,8787,1,No,ARTS,Auditory,XEYOIH,Female,Y,69.0,2.0,20.0,16.0,13.0,98.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8788,8788,1,Yes,CLUBS,Auditory,GJTP3J,Female,Y,56.0,14.0,11.0,16.0,13.0,92.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8789,8789,0,No,NONE,Visual,80KITR,Male,Y,80.0,14.0,10.0,15.0,5.0,90.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8790,8790,2,No,CLUBS,Visual,PZF2HL,Female,Y,58.0,0.0,20.0,15.0,17.0,90.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8791,8791,2,No,CLUBS,Auditory,4I9WQQ,Male,Y,67.0,13.0,10.0,15.0,12.0,96.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8792,8792,2,No,ARTS,Visual,M5VCCB,Male,N,74.0,12.0,11.0,15.0,8.0,93.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8793,8793,0,No,NONE,Visual,RVOBQZ,Female,Y,74.0,16.0,12.0,15.0,13.0,91.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8794,8794,0,No,SPORTS,Visual,MJNVBJ,Female,N,59.0,20.0,1.0,15.0,18.0,96.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8795,8795,1,No,CLUBS,Auditory,72GN63,Male,Y,61.0,22.0,0.0,15.0,6.0,98.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8796,8796,0,Yes,ARTS,Visual,W5VQCN,Female,Y,72.0,6.0,10.0,15.0,6.0,93.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8797,8797,0,Yes,NONE,Auditory,9RML3K,Female,N,84.0,3.0,18.0,16.0,9.0,94.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8798,8798,1,No,ARTS,Auditory,E8E1BB,Female,Y,58.0,25.0,3.0,15.0,15.0,96.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8799,8799,0,No,NONE,Visual,1393TK,Male,N,79.0,19.0,8.0,15.0,7.0,93.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8800,8800,1,No,ARTS,Auditory,EYMTP8,Female,Y,62.0,24.0,4.0,16.0,8.0,93.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8801,8801,0,No,ARTS,Auditory,TCFFE9,Female,Y,71.0,7.0,14.0,15.0,15.0,100.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8802,8802,2,No,ARTS,Auditory,2DOH08,Female,Y,62.0,2.0,20.0,16.0,10.0,93.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8803,8803,0,No,ARTS,Visual,D56OQG,Female,N,71.0,18.0,10.0,16.0,7.0,95.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8804,8804,0,No,SPORTS,Auditory,STDVG3,Male,N,70.0,18.0,2.0,15.0,15.0,95.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8805,8805,0,No,NONE,Auditory,WQCJ0U,Male,Y,87.0,19.0,3.0,16.0,7.0,96.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8806,8806,1,No,CLUBS,Auditory,ZC1YJM,Male,Y,60.0,22.0,0.0,16.0,6.0,92.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8807,8807,0,No,ARTS,Auditory,E0UELM,Male,Y,68.0,22.0,1.0,15.0,14.0,93.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8808,8808,0,No,CLUBS,Visual,82W1GM,Female,N,54.0,1.0,19.0,16.0,15.0,100.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8809,8809,1,No,CLUBS,Visual,YX5JQJ,Male,N,80.0,22.0,3.0,15.0,5.0,99.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8810,8810,0,Yes,ARTS,Auditory,ABV2T7,Male,Y,79.0,15.0,0.0,15.0,9.0,97.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8811,8811,1,Yes,NONE,Auditory,XO5DIH,Male,Y,73.0,19.0,1.0,16.0,16.0,92.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8812,8812,0,No,NONE,Auditory,VUUQH2,Female,Y,98.0,14.0,7.0,16.0,5.0,97.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8813,8813,0,No,SPORTS,Auditory,4SZ89K,Male,Y,69.0,14.0,7.0,15.0,17.0,94.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8814,8814,0,No,ARTS,Visual,LQW3L1,Male,N,78.0,13.0,14.0,16.0,9.0,96.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8815,8815,2,No,SPORTS,Visual,C4YRG0,Female,N,76.0,9.0,10.0,16.0,14.0,96.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8816,8816,2,Yes,SPORTS,Auditory,2IGE72,Male,Y,63.0,11.0,5.0,16.0,10.0,95.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8817,8817,0,Yes,CLUBS,Visual,KWL18C,Male,N,78.0,11.0,9.0,16.0,6.0,96.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8818,8818,2,Yes,SPORTS,Auditory,HZM81O,Male,N,43.0,22.0,2.0,16.0,7.0,54.0,2:30,6:30,private transport,red,1900-01-01 02:30:00,1900-01-01 06:30:00,0 days 04:00:00,240
8819,8819,1,No,SPORTS,Auditory,MHDXZS,Female,Y,70.0,1.0,21.0,16.0,19.0,100.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8820,8820,0,No,SPORTS,Visual,AZSDJE,Female,Y,65.0,4.0,16.0,15.0,13.0,91.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8821,8821,1,No,SPORTS,Visual,VVNUH0,Male,N,47.0,18.0,12.0,16.0,15.0,91.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8822,8822,0,Yes,CLUBS,Visual,PFHASG,Female,N,69.0,6.0,10.0,15.0,18.0,96.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8823,8823,0,No,ARTS,Auditory,9OR30K,Male,N,66.0,19.0,8.0,16.0,19.0,94.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8824,8824,0,No,SPORTS,Visual,I0DP4X,Male,N,90.0,13.0,6.0,15.0,7.0,91.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8825,8825,0,No,NONE,Auditory,MIVN3Q,Male,Y,79.0,10.0,11.0,15.0,7.0,100.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8826,8826,0,No,SPORTS,Auditory,Z5V3P0,Male,N,54.0,26.0,1.0,16.0,9.0,98.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8827,8827,0,No,NONE,Visual,MWEVHQ,Female,Y,90.0,8.0,10.0,15.0,8.0,97.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8828,8828,0,No,ARTS,Auditory,09M68N,Male,Y,73.0,20.0,3.0,15.0,10.0,99.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8829,8829,0,No,CLUBS,Auditory,XDK910,Female,Y,66.0,17.0,4.0,15.0,14.0,95.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8830,8830,0,Yes,NONE,Auditory,TIRWVM,Female,Y,80.0,1.0,20.0,15.0,10.0,99.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8831,8831,0,No,CLUBS,Visual,ZAYLZ9,Male,Y,89.0,19.0,3.0,16.0,8.0,96.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8832,8832,0,No,NONE,Visual,CQFO8L,Male,Y,89.0,13.0,6.0,16.0,7.0,93.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8833,8833,2,No,SPORTS,Auditory,H0UZJK,Female,N,43.0,3.0,19.0,15.0,15.0,92.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8834,8834,2,No,CLUBS,Auditory,6HWC5O,Female,N,68.0,16.0,6.0,15.0,14.0,100.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8835,8835,1,Yes,NONE,Auditory,ZGVOLD,Female,Y,85.0,14.0,8.0,16.0,9.0,95.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8836,8836,2,No,SPORTS,Visual,YDIHN1,Male,N,71.0,14.0,9.0,16.0,17.0,95.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8837,8837,1,Yes,ARTS,Visual,QP73NF,Female,N,92.0,10.0,11.0,15.0,5.0,95.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8838,8838,2,No,SPORTS,Auditory,DZYUP8,Male,Y,68.0,13.0,6.0,15.0,6.0,96.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8839,8839,0,No,CLUBS,Auditory,4Q4RUL,Female,Y,68.0,13.0,9.0,16.0,14.0,100.0,23:00,7:00,walk,white,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8840,8840,0,Yes,SPORTS,Visual,JD22MB,Female,N,73.0,9.0,12.0,15.0,16.0,97.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8841,8841,0,No,SPORTS,Visual,NS0B2N,Female,Y,67.0,26.0,1.0,16.0,6.0,97.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8842,8842,1,Yes,NONE,Auditory,T12HTB,Male,Y,70.0,15.0,5.0,15.0,11.0,95.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8843,8843,0,No,NONE,Auditory,IEQU8X,Female,N,92.0,21.0,4.0,15.0,7.0,93.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8844,8844,1,No,ARTS,Auditory,316YU0,Female,Y,70.0,14.0,14.0,16.0,14.0,97.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8845,8845,0,No,CLUBS,Auditory,VRWKI9,Male,N,79.0,20.0,1.0,15.0,7.0,99.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8846,8846,2,No,SPORTS,Auditory,Z33FOS,Female,Y,74.0,4.0,19.0,15.0,13.0,90.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8847,8847,2,No,NONE,Auditory,6CWAMO,Male,Y,72.0,10.0,9.0,15.0,6.0,97.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8848,8848,2,No,NONE,Auditory,Q7YHWK,Female,Y,68.0,13.0,6.0,16.0,9.0,91.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8849,8849,2,No,NONE,Visual,8VWIC2,Male,Y,68.0,11.0,11.0,15.0,16.0,90.0,22:00,5:00,public transport,white,1900-01-01 22:00:00,1900-01-01 05:00:00,0 days 07:00:00,420
8850,8850,2,No,NONE,Auditory,Z8SFUM,Male,N,41.0,16.0,7.0,15.0,5.0,82.0,23:30,6:30,private transport,green,1900-01-01 23:30:00,1900-01-01 06:30:00,0 days 07:00:00,420
8851,8851,1,Yes,SPORTS,Visual,NROANT,Male,N,43.0,30.0,0.0,16.0,1.0,100.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8852,8852,2,No,CLUBS,Auditory,4FCFZG,Female,Y,74.0,17.0,6.0,16.0,14.0,100.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8853,8853,1,No,ARTS,Auditory,TQIXGP,Male,Y,61.0,10.0,17.0,16.0,7.0,90.0,23:30,6:30,private transport,green,1900-01-01 23:30:00,1900-01-01 06:30:00,0 days 07:00:00,420
8854,8854,0,No,SPORTS,Visual,ROPQ55,Male,N,65.0,21.0,6.0,16.0,6.0,97.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8855,8855,0,No,NONE,Visual,G0BH4F,Male,Y,93.0,17.0,2.0,15.0,8.0,97.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8856,8856,1,No,ARTS,Auditory,2GCYSC,Female,Y,57.0,17.0,14.0,16.0,19.0,95.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8857,8857,0,No,ARTS,Auditory,MPJENG,Female,N,54.0,2.0,19.0,16.0,9.0,96.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8858,8858,2,No,SPORTS,Auditory,BRGL0J,Female,Y,42.0,1.0,23.0,16.0,12.0,93.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8859,8859,1,No,CLUBS,Auditory,CBC76U,Male,Y,55.0,10.0,12.0,16.0,10.0,93.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8860,8860,2,No,ARTS,Auditory,ND9P1H,Female,N,68.0,1.0,18.0,16.0,4.0,94.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
8861,8861,0,Yes,NONE,Visual,DCSIEH,Male,Y,87.0,12.0,8.0,15.0,5.0,90.0,23:30,6:30,private transport,black,1900-01-01 23:30:00,1900-01-01 06:30:00,0 days 07:00:00,420
8862,8862,1,Yes,ARTS,Auditory,WH95DL,Male,Y,46.0,26.0,4.0,15.0,1.0,96.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8863,8863,1,Yes,SPORTS,Auditory,L9MKY7,Female,Y,82.0,21.0,1.0,15.0,9.0,94.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8864,8864,1,Yes,ARTS,Auditory,FBI5PP,Male,Y,77.0,15.0,6.0,16.0,9.0,94.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8865,8865,1,Yes,SPORTS,Auditory,N9RIMW,Female,Y,79.0,20.0,1.0,16.0,9.0,91.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8866,8866,0,No,ARTS,Auditory,4EK2LP,Male,N,74.0,12.0,8.0,16.0,14.0,93.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
8867,8867,1,No,ARTS,Visual,YQGBFK,Female,Y,68.0,0.0,24.0,15.0,12.0,99.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8868,8868,1,Yes,SPORTS,Visual,5YXV0L,Male,Y,76.0,18.0,2.0,15.0,7.0,97.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
8869,8869,1,Yes,SPORTS,Visual,W4X5VB,Female,Y,61.0,5.0,22.0,16.0,15.0,100.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
8870,8870,1,No,ARTS,Auditory,NKL394,Female,N,44.0,14.0,11.0,15.0,13.0,97.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8871,8871,1,No,SPORTS,Visual,7TT4AQ,Female,Y,49.0,30.0,0.0,16.0,4.0,99.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
8872,8872,1,No,CLUBS,Auditory,8MNAQ0,Male,N,48.0,14.0,11.0,15.0,5.0,93.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
